"","uid","site_id","date_col","visit_no","state","analyte","result","source"
"3945",7814,"NLA12_FL-130","8/9/2012",1,"FL","turb",5.79,"NLA 2012"
"3946",8060,"NLA12_FL-132","8/19/2012",1,"FL","ntl",2.82,"NLA 2012"
"3947",8060,"NLA12_FL-132","8/19/2012",1,"FL","ptl",83,"NLA 2012"
"3948",8060,"NLA12_FL-132","8/19/2012",1,"FL","turb",8.08,"NLA 2012"
"3949",8026,"NLA12_FL-141","8/17/2012",1,"FL","ntl",0.321,"NLA 2012"
"3950",8026,"NLA12_FL-141","8/17/2012",1,"FL","ptl",27,"NLA 2012"
"3951",8026,"NLA12_FL-141","8/17/2012",1,"FL","turb",5.23,"NLA 2012"
"3952",1000190,"NLA12_FL-R04","8/15/2012",1,"FL","ntl",1.078,"NLA 2012"
"3953",1000190,"NLA12_FL-R04","8/15/2012",1,"FL","ptl",48,"NLA 2012"
"3954",1000190,"NLA12_FL-R04","8/15/2012",1,"FL","turb",2.99,"NLA 2012"
"3955",7532,"NLA12_FL-R06","7/29/2012",1,"FL","ntl",0.596,"NLA 2012"
"3956",7532,"NLA12_FL-R06","7/29/2012",1,"FL","ptl",35,"NLA 2012"
"3957",7532,"NLA12_FL-R06","7/29/2012",1,"FL","turb",3.32,"NLA 2012"
"3958",6293,"NLA12_GA-101","5/24/2012",1,"GA","ntl",1.033,"NLA 2012"
"3959",6293,"NLA12_GA-101","5/24/2012",1,"GA","ptl",112,"NLA 2012"
"3960",6293,"NLA12_GA-101","5/24/2012",1,"GA","turb",2.15,"NLA 2012"
"3961",8277,"NLA12_GA-101","8/28/2012",2,"GA","ntl",1.703,"NLA 2012"
"3962",8277,"NLA12_GA-101","8/28/2012",2,"GA","ptl",209,"NLA 2012"
"3963",8277,"NLA12_GA-101","8/28/2012",2,"GA","turb",4.12,"NLA 2012"
"3964",7307,"NLA12_GA-102","7/19/2012",1,"GA","ntl",0.425,"NLA 2012"
"3965",7307,"NLA12_GA-102","7/19/2012",1,"GA","ptl",157,"NLA 2012"
"3966",7307,"NLA12_GA-102","7/19/2012",1,"GA","turb",25.87,"NLA 2012"
"3967",8122,"NLA12_GA-103","8/21/2012",1,"GA","ntl",0.33,"NLA 2012"
"3968",8122,"NLA12_GA-103","8/21/2012",1,"GA","ptl",37,"NLA 2012"
"3969",8122,"NLA12_GA-103","8/21/2012",1,"GA","turb",4.31,"NLA 2012"
"3970",7453,"NLA12_GA-104","7/25/2012",1,"GA","ntl",0.221,"NLA 2012"
"3971",7453,"NLA12_GA-104","7/25/2012",1,"GA","ptl",15,"NLA 2012"
"3972",7453,"NLA12_GA-104","7/25/2012",1,"GA","turb",1.46,"NLA 2012"
"3973",7021,"NLA12_GA-105","7/9/2012",1,"GA","ntl",0.073,"NLA 2012"
"3974",7021,"NLA12_GA-105","7/9/2012",1,"GA","ptl",19,"NLA 2012"
