uid,site_id,date_col,visit_no,state,analyte,result,source
2010177,NLA17_NV-10018,30-May-17,1,NV,ntl,1.343,NLA 2017
2010177,NLA17_NV-10018,30-May-17,1,NV,turb,3.16,NLA 2017
2010177,NLA17_NV-10018,30-May-17,1,NV,ptl,92.325,NLA 2017
2010178,NLA17_NV-10036,31-May-17,1,NV,ptl,234.695,NLA 2017
2010178,NLA17_NV-10036,31-May-17,1,NV,ntl,0.9,NLA 2017
2010178,NLA17_NV-10036,31-May-17,1,NV,turb,2.72,NLA 2017
2010179,NLA17_ND-10011,1-Jun-17,1,ND,ntl,2.75,NLA 2017
2010179,NLA17_ND-10011,1-Jun-17,1,ND,turb,2.68,NLA 2017
2010179,NLA17_ND-10011,1-Jun-17,1,ND,ptl,63.3475,NLA 2017
2010180,NLA17_NV-10242,1-Jun-17,1,NV,turb,0.68,NLA 2017
2010180,NLA17_NV-10242,1-Jun-17,1,NV,ptl,700.47,NLA 2017
2010180,NLA17_NV-10242,1-Jun-17,1,NV,ntl,2.323,NLA 2017
2010181,NLA17_OH-10016,1-Jun-17,1,OH,ntl,1.735,NLA 2017
2010181,NLA17_OH-10016,1-Jun-17,1,OH,ptl,170.41125,NLA 2017
2010181,NLA17_OH-10016,1-Jun-17,1,OH,turb,10.57,NLA 2017
2010182,NLA17_TN-10003,2-Jun-17,1,TN,ntl,1.278,NLA 2017
2010182,NLA17_TN-10003,2-Jun-17,1,TN,turb,19.97,NLA 2017
2010182,NLA17_TN-10003,2-Jun-17,1,TN,ptl,463.12625,NLA 2017
2010183,NLA17_AZ-10004,1-Jun-17,1,AZ,turb,0.73,NLA 2017
2010183,NLA17_AZ-10004,1-Jun-17,1,AZ,ntl,0.615,NLA 2017
2010183,NLA17_AZ-10004,1-Jun-17,1,AZ,ptl,192.115,NLA 2017
2010184,NLA17_MI-10011,5-Jun-17,1,MI,turb,1.05,NLA 2017
2010184,NLA17_MI-10011,5-Jun-17,1,MI,ptl,12.9225,NLA 2017
2010184,NLA17_MI-10011,5-Jun-17,1,MI,ntl,0.52,NLA 2017
2010185,NLA17_ND-10015,5-Jun-17,1,ND,turb,5.71,NLA 2017
2010185,NLA17_ND-10015,5-Jun-17,1,ND,ptl,49.725,NLA 2017
2010185,NLA17_ND-10015,5-Jun-17,1,ND,ntl,1.866,NLA 2017
2010186,NLA17_CA-10064,5-Jun-17,1,CA,ntl,0.701,NLA 2017
2010186,NLA17_CA-10064,5-Jun-17,1,CA,turb,6.95,NLA 2017
2010186,NLA17_CA-10064,5-Jun-17,1,CA,ptl,362.0075,NLA 2017
2010187,NLA17_KY-10001,6-Jun-17,1,KY,turb,2.57,NLA 2017
2010187,NLA17_KY-10001,6-Jun-17,1,KY,ptl,5.91625,NLA 2017
2010187,NLA17_KY-10001,6-Jun-17,1,KY,ntl,0.121,NLA 2017
2010188,NLA17_ND-10008,6-Jun-17,1,ND,turb,16.82,NLA 2017
2010188,NLA17_ND-10008,6-Jun-17,1,ND,ptl,207.63875,NLA 2017
2010188,NLA17_ND-10008,6-Jun-17,1,ND,ntl,3.174,NLA 2017
2010189,NLA17_TX-10001,6-Jun-17,1,TX,ptl,134.5625,NLA 2017
2010189,NLA17_TX-10001,6-Jun-17,1,TX,ntl,1.074,NLA 2017
2010189,NLA17_TX-10001,6-Jun-17,1,TX,turb,41.28,NLA 2017
2010190,NLA17_KS-10005,6-Jun-17,1,KS,turb,10.17,NLA 2017
2010190,NLA17_KS-10005,6-Jun-17,1,KS,ntl,0.959,NLA 2017
2010190,NLA17_KS-10005,6-Jun-17,1,KS,ptl,66.83625,NLA 2017
2010191,NLA17_NV-10002,6-Jun-17,1,NV,turb,0.48,NLA 2017
2010191,NLA17_NV-10002,6-Jun-17,1,NV,ptl,17.75,NLA 2017
2010191,NLA17_NV-10002,6-Jun-17,1,NV,ntl,0.61,NLA 2017
2010192,NLA17_NV-10006,5-Jun-17,1,NV,turb,2.51,NLA 2017
2010192,NLA17_NV-10006,5-Jun-17,1,NV,ptl,21.74875,NLA 2017
2010192,NLA17_NV-10006,5-Jun-17,1,NV,ntl,0.165,NLA 2017
2010193,NLA17_KY-10006,7-Jun-17,1,KY,turb,6.02,NLA 2017
2010193,NLA17_KY-10006,7-Jun-17,1,KY,ptl,16.17625,NLA 2017
2010193,NLA17_KY-10006,7-Jun-17,1,KY,ntl,0.386,NLA 2017
2010194,NLA17_TX-10019,7-Jun-17,1,TX,turb,4.09,NLA 2017
2010194,NLA17_TX-10019,7-Jun-17,1,TX,ntl,0.966,NLA 2017
2010194,NLA17_TX-10019,7-Jun-17,1,TX,ptl,53.165,NLA 2017
2010195,NLA17_TN-10004,7-Jun-17,1,TN,turb,13.6,NLA 2017
2010195,NLA17_TN-10004,7-Jun-17,1,TN,ntl,1.138,NLA 2017
2010195,NLA17_TN-10004,7-Jun-17,1,TN,ptl,48.5825,NLA 2017
2010196,NLA17_MO-HP002,7-Jun-17,1,MO,ptl,25.2025,NLA 2017
2010196,NLA17_MO-HP002,7-Jun-17,1,MO,turb,2.11,NLA 2017
2010196,NLA17_MO-HP002,7-Jun-17,1,MO,ntl,0.691,NLA 2017
2010197,NLA17_IA-HP002,7-Jun-17,1,IA,ntl,0.495,NLA 2017
2010197,NLA17_IA-HP002,7-Jun-17,1,IA,ptl,11.1925,NLA 2017
2010197,NLA17_IA-HP002,7-Jun-17,1,IA,turb,1.22,NLA 2017
2010198,NLA17_ND-10035,7-Jun-17,1,ND,ntl,5.156,NLA 2017
2010198,NLA17_ND-10035,7-Jun-17,1,ND,ptl,266.94625,NLA 2017
2010198,NLA17_ND-10035,7-Jun-17,1,ND,turb,25.08,NLA 2017
2010199,NLA17_ND-10004,7-Jun-17,1,ND,ptl,523.64125,NLA 2017
2010199,NLA17_ND-10004,7-Jun-17,1,ND,ntl,5.294,NLA 2017
2010199,NLA17_ND-10004,7-Jun-17,1,ND,turb,39.33,NLA 2017
2010200,NLA17_GA-10002,7-Jun-17,1,GA,ptl,182.45,NLA 2017
2010200,NLA17_GA-10002,7-Jun-17,1,GA,turb,20.58,NLA 2017
2010200,NLA17_GA-10002,7-Jun-17,1,GA,ntl,1.37,NLA 2017
2010201,NLA17_KS-10001,7-Jun-17,1,KS,ptl,498.325,NLA 2017
2010201,NLA17_KS-10001,7-Jun-17,1,KS,ntl,2.813,NLA 2017
2010201,NLA17_KS-10001,7-Jun-17,1,KS,turb,343,NLA 2017
2010202,NLA17_SD-10020,7-Jun-17,1,SD,turb,51.44,NLA 2017
2010202,NLA17_SD-10020,7-Jun-17,1,SD,ntl,2.8,NLA 2017
2010202,NLA17_SD-10020,7-Jun-17,1,SD,ptl,255.39,NLA 2017
2010203,NLA17_KS-10028,8-Jun-17,1,KS,ntl,5.056,NLA 2017
2010203,NLA17_KS-10028,8-Jun-17,1,KS,turb,30.54,NLA 2017
2010203,NLA17_KS-10028,8-Jun-17,1,KS,ptl,99.48,NLA 2017
2010204,NLA17_NV-10016,7-Jun-17,1,NV,ntl,0.629,NLA 2017
2010204,NLA17_NV-10016,7-Jun-17,1,NV,turb,1.5,NLA 2017
2010204,NLA17_NV-10016,7-Jun-17,1,NV,ptl,36.98625,NLA 2017
2010205,NLA17_NV-10239,8-Jun-17,1,NV,ntl,0.449,NLA 2017
2010205,NLA17_NV-10239,8-Jun-17,1,NV,ptl,44.10625,NLA 2017
2010205,NLA17_NV-10239,8-Jun-17,1,NV,turb,35.13,NLA 2017
2010206,NLA17_TX-HP003,8-Jun-17,1,TX,turb,5.49,NLA 2017
2010206,NLA17_TX-HP003,8-Jun-17,1,TX,ntl,0.875,NLA 2017
2010206,NLA17_TX-HP003,8-Jun-17,1,TX,ptl,43.31875,NLA 2017
2010207,NLA17_TN-10001,8-Jun-17,1,TN,ntl,1.445,NLA 2017
2010207,NLA17_TN-10001,8-Jun-17,1,TN,turb,15.15,NLA 2017
2010207,NLA17_TN-10001,8-Jun-17,1,TN,ptl,409.8625,NLA 2017
2010208,NLA17_CA-10001,6-Jun-17,1,CA,turb,11.81,NLA 2017
2010208,NLA17_CA-10001,6-Jun-17,1,CA,ptl,49.845,NLA 2017
2010208,NLA17_CA-10001,6-Jun-17,1,CA,ntl,0.558,NLA 2017
2010209,NLA17_WV-10003,6-Jun-17,1,WV,ptl,9.505,NLA 2017
2010209,NLA17_WV-10003,6-Jun-17,1,WV,ntl,0.329,NLA 2017
2010209,NLA17_WV-10003,6-Jun-17,1,WV,turb,1.32,NLA 2017
2010210,NLA17_ND-10006,8-Jun-17,1,ND,ntl,3.038,NLA 2017
2010210,NLA17_ND-10006,8-Jun-17,1,ND,turb,0.96,NLA 2017
2010210,NLA17_ND-10006,8-Jun-17,1,ND,ptl,118.25625,NLA 2017
2010211,NLA17_MO-HP004,8-Jun-17,1,MO,turb,3.48,NLA 2017
2010211,NLA17_MO-HP004,8-Jun-17,1,MO,ntl,0.453,NLA 2017
2010211,NLA17_MO-HP004,8-Jun-17,1,MO,ptl,13.7775,NLA 2017
2010212,NLA17_TX-10017,8-Jun-17,1,TX,ptl,175.3325,NLA 2017
2010212,NLA17_TX-10017,8-Jun-17,1,TX,ntl,1.496,NLA 2017
2010212,NLA17_TX-10017,8-Jun-17,1,TX,turb,10.96,NLA 2017
2010213,NLA17_UT-10013,8-Jun-17,1,UT,ptl,426.8175,NLA 2017
2010213,NLA17_UT-10013,8-Jun-17,1,UT,ntl,3.93,NLA 2017
2010213,NLA17_UT-10013,8-Jun-17,1,UT,turb,203,NLA 2017
2010214,NLA17_AR-10001,7-Jun-17,1,AR,turb,4.08,NLA 2017
2010214,NLA17_AR-10001,7-Jun-17,1,AR,ptl,40.31875,NLA 2017
2010214,NLA17_AR-10001,7-Jun-17,1,AR,ntl,0.631,NLA 2017
2010215,NLA17_NV-10124,9-Jun-17,1,NV,ntl,0.634,NLA 2017
2010215,NLA17_NV-10124,9-Jun-17,1,NV,ptl,20.4375,NLA 2017
2010215,NLA17_NV-10124,9-Jun-17,1,NV,turb,2.48,NLA 2017
2010216,NLA17_MO-HP003,9-Jun-17,1,MO,turb,3.53,NLA 2017
2010216,NLA17_MO-HP003,9-Jun-17,1,MO,ptl,27.92125,NLA 2017
2010216,NLA17_MO-HP003,9-Jun-17,1,MO,ntl,0.58,NLA 2017
2010217,NLA17_KS-10034,9-Jun-17,1,KS,ntl,0.693,NLA 2017
2010217,NLA17_KS-10034,9-Jun-17,1,KS,turb,5.03,NLA 2017
2010217,NLA17_KS-10034,9-Jun-17,1,KS,ptl,17.9125,NLA 2017
2010218,NLA17_CA-10082,7-Jun-17,1,CA,ptl,35.15625,NLA 2017
2010218,NLA17_CA-10082,7-Jun-17,1,CA,turb,5.37,NLA 2017
2010218,NLA17_CA-10082,7-Jun-17,1,CA,ntl,0.834,NLA 2017
2010219,NLA17_OK-10001,7-Jun-17,1,OK,ntl,0.828,NLA 2017
2010219,NLA17_OK-10001,7-Jun-17,1,OK,ptl,56.49,NLA 2017
2010219,NLA17_OK-10001,7-Jun-17,1,OK,turb,5.05,NLA 2017
2010220,NLA17_WV-10002,7-Jun-17,1,WV,ntl,0.255,NLA 2017
2010220,NLA17_WV-10002,7-Jun-17,1,WV,ptl,3.67625,NLA 2017
2010220,NLA17_WV-10002,7-Jun-17,1,WV,turb,1.98,NLA 2017
2010221,NLA17_WV-10004,8-Jun-17,1,WV,ptl,47.80625,NLA 2017
2010221,NLA17_WV-10004,8-Jun-17,1,WV,ntl,0.736,NLA 2017
2010221,NLA17_WV-10004,8-Jun-17,1,WV,turb,9.78,NLA 2017
2010222,NLA17_KS-10006,11-Jun-17,1,KS,ptl,118.22875,NLA 2017
2010222,NLA17_KS-10006,11-Jun-17,1,KS,ntl,1.051,NLA 2017
2010222,NLA17_KS-10006,11-Jun-17,1,KS,turb,50.56,NLA 2017
2010223,NLA17_IL-10013,12-Jun-17,1,IL,turb,5.49,NLA 2017
2010223,NLA17_IL-10013,12-Jun-17,1,IL,ntl,0.771,NLA 2017
2010223,NLA17_IL-10013,12-Jun-17,1,IL,ptl,50.1725,NLA 2017
2010224,NLA17_ND-10023,12-Jun-17,1,ND,ptl,105.3675,NLA 2017
2010224,NLA17_ND-10023,12-Jun-17,1,ND,turb,18.95,NLA 2017
2010224,NLA17_ND-10023,12-Jun-17,1,ND,ntl,2.658,NLA 2017
2010225,NLA17_TX-10049,12-Jun-17,1,TX,ptl,14.4525,NLA 2017
2010225,NLA17_TX-10049,12-Jun-17,1,TX,ntl,0.495,NLA 2017
2010225,NLA17_TX-10049,12-Jun-17,1,TX,turb,1.76,NLA 2017
2010226,NLA17_OK-HP002,11-Jun-17,1,OK,turb,5.92,NLA 2017
2010226,NLA17_OK-HP002,11-Jun-17,1,OK,ntl,0.628,NLA 2017
2010226,NLA17_OK-HP002,11-Jun-17,1,OK,ptl,26.42125,NLA 2017
2010227,NLA17_ND-10024,12-Jun-17,1,ND,ptl,98.95375,NLA 2017
2010227,NLA17_ND-10024,12-Jun-17,1,ND,ntl,2.179,NLA 2017
2010227,NLA17_ND-10024,12-Jun-17,1,ND,turb,9.85,NLA 2017
2010228,NLA17_CA-10003,12-Jun-17,1,CA,turb,15.13,NLA 2017
2010228,NLA17_CA-10003,12-Jun-17,1,CA,ptl,886.198,NLA 2017
2010228,NLA17_CA-10003,12-Jun-17,1,CA,ntl,0.701,NLA 2017
2010229,NLA17_KS-10003,12-Jun-17,1,KS,turb,14.58,NLA 2017
2010229,NLA17_KS-10003,12-Jun-17,1,KS,ntl,0.496,NLA 2017
2010229,NLA17_KS-10003,12-Jun-17,1,KS,ptl,27.16125,NLA 2017
2010230,NLA17_KY-10023,12-Jun-17,1,KY,turb,1.35,NLA 2017
2010230,NLA17_KY-10023,12-Jun-17,1,KY,ptl,11.0875,NLA 2017
2010230,NLA17_KY-10023,12-Jun-17,1,KY,ntl,0.405,NLA 2017
2010231,NLA17_AR-10002,12-Jun-17,1,AR,ntl,0.303,NLA 2017
2010231,NLA17_AR-10002,12-Jun-17,1,AR,ptl,13.915,NLA 2017
2010231,NLA17_AR-10002,12-Jun-17,1,AR,turb,2.41,NLA 2017
2010232,NLA17_FL-10001,13-Jun-17,1,FL,turb,20.13,NLA 2017
2010232,NLA17_FL-10001,13-Jun-17,1,FL,ptl,103.0575,NLA 2017
2010232,NLA17_FL-10001,13-Jun-17,1,FL,ntl,1.346,NLA 2017
2010233,NLA17_KS-10011,13-Jun-17,1,KS,ptl,49.4225,NLA 2017
2010233,NLA17_KS-10011,13-Jun-17,1,KS,turb,5.78,NLA 2017
2010233,NLA17_KS-10011,13-Jun-17,1,KS,ntl,1.161,NLA 2017
2010234,NLA17_CT-10005,13-Jun-17,1,CT,ptl,15.0475,NLA 2017
2010234,NLA17_CT-10005,13-Jun-17,1,CT,ntl,0.373,NLA 2017
2010234,NLA17_CT-10005,13-Jun-17,1,CT,turb,0.81,NLA 2017
2010235,NLA17_NC-10009,13-Jun-17,1,NC,turb,50.66,NLA 2017
2010235,NLA17_NC-10009,13-Jun-17,1,NC,ntl,2.42,NLA 2017
2010235,NLA17_NC-10009,13-Jun-17,1,NC,ptl,246.19375,NLA 2017
2010236,NLA17_KY-10017,13-Jun-17,1,KY,ptl,28.745,NLA 2017
2010236,NLA17_KY-10017,13-Jun-17,1,KY,ntl,0.6,NLA 2017
2010236,NLA17_KY-10017,13-Jun-17,1,KY,turb,4.16,NLA 2017
2010237,NLA17_MI-10099,12-Jun-17,1,MI,ntl,0.545,NLA 2017
2010237,NLA17_MI-10099,12-Jun-17,1,MI,turb,1.08,NLA 2017
2010237,NLA17_MI-10099,12-Jun-17,1,MI,ptl,9.97875,NLA 2017
2010238,NLA17_TX-10013,13-Jun-17,1,TX,ptl,88.12,NLA 2017
2010238,NLA17_TX-10013,13-Jun-17,1,TX,turb,18.22,NLA 2017
2010238,NLA17_TX-10013,13-Jun-17,1,TX,ntl,0.715,NLA 2017
2010239,NLA17_UT-10006,13-Jun-17,1,UT,ntl,0.779,NLA 2017
2010239,NLA17_UT-10006,13-Jun-17,1,UT,turb,7.8,NLA 2017
2010239,NLA17_UT-10006,13-Jun-17,1,UT,ptl,41.48125,NLA 2017
2010240,NLA17_NE-10037,14-Jun-17,1,NE,turb,20.98,NLA 2017
2010240,NLA17_NE-10037,14-Jun-17,1,NE,ptl,103.4325,NLA 2017
2010240,NLA17_NE-10037,14-Jun-17,1,NE,ntl,2.284,NLA 2017
2010241,NLA17_NE-HP005,14-Jun-17,1,NE,ptl,141.72375,NLA 2017
2010241,NLA17_NE-HP005,14-Jun-17,1,NE,ntl,2.354,NLA 2017
2010241,NLA17_NE-HP005,14-Jun-17,1,NE,turb,29.96,NLA 2017
2010242,NLA17_OK-10011,13-Jun-17,1,OK,turb,68.75,NLA 2017
2010242,NLA17_OK-10011,13-Jun-17,1,OK,ptl,250.3025,NLA 2017
2010242,NLA17_OK-10011,13-Jun-17,1,OK,ntl,1.536,NLA 2017
2010243,NLA17_TX-HP002,13-Jun-17,1,TX,ptl,15.2925,NLA 2017
2010243,NLA17_TX-HP002,13-Jun-17,1,TX,ntl,0.533,NLA 2017
2010243,NLA17_TX-HP002,13-Jun-17,1,TX,turb,3.52,NLA 2017
2010244,NLA17_KY-10004,14-Jun-17,1,KY,ptl,196.64375,NLA 2017
2010244,NLA17_KY-10004,14-Jun-17,1,KY,ntl,1.795,NLA 2017
2010244,NLA17_KY-10004,14-Jun-17,1,KY,turb,23.66,NLA 2017
2010245,NLA17_KS-10004,14-Jun-17,1,KS,turb,53.86,NLA 2017
2010245,NLA17_KS-10004,14-Jun-17,1,KS,ntl,1.67,NLA 2017
2010245,NLA17_KS-10004,14-Jun-17,1,KS,ptl,153.62625,NLA 2017
2010246,NLA17_MD-10003,12-Jun-17,1,MD,ntl,1.621,NLA 2017
2010246,NLA17_MD-10003,12-Jun-17,1,MD,turb,5.82,NLA 2017
2010246,NLA17_MD-10003,12-Jun-17,1,MD,ptl,36.025,NLA 2017
2010247,NLA17_NC-10014,14-Jun-17,1,NC,ntl,0.541,NLA 2017
2010247,NLA17_NC-10014,14-Jun-17,1,NC,ptl,43.5975,NLA 2017
2010247,NLA17_NC-10014,14-Jun-17,1,NC,turb,11.42,NLA 2017
2010248,NLA17_ND-10029,14-Jun-17,1,ND,ntl,3.493,NLA 2017
2010248,NLA17_ND-10029,14-Jun-17,1,ND,ptl,562.808,NLA 2017
2010248,NLA17_ND-10029,14-Jun-17,1,ND,turb,3.06,NLA 2017
2010249,NLA17_TX-10011,14-Jun-17,1,TX,ptl,108.145,NLA 2017
2010249,NLA17_TX-10011,14-Jun-17,1,TX,ntl,0.854,NLA 2017
2010249,NLA17_TX-10011,14-Jun-17,1,TX,turb,53.55,NLA 2017
2010250,NLA17_NV-10017,14-Jun-17,1,NV,turb,15.74,NLA 2017
2010250,NLA17_NV-10017,14-Jun-17,1,NV,ntl,0.833,NLA 2017
2010250,NLA17_NV-10017,14-Jun-17,1,NV,ptl,157.17125,NLA 2017
2010251,NLA17_NV-10079,13-Jun-17,1,NV,ntl,0.968,NLA 2017
2010251,NLA17_NV-10079,13-Jun-17,1,NV,ptl,70.35,NLA 2017
2010251,NLA17_NV-10079,13-Jun-17,1,NV,turb,6.04,NLA 2017
2010252,NLA17_DE-10005,14-Jun-17,1,DE,turb,2.16,NLA 2017
2010252,NLA17_DE-10005,14-Jun-17,1,DE,ntl,2.92,NLA 2017
2010252,NLA17_DE-10005,14-Jun-17,1,DE,ptl,20.89,NLA 2017
2010253,NLA17_TX-10008,15-Jun-17,1,TX,ptl,282.59375,NLA 2017
2010253,NLA17_TX-10008,15-Jun-17,1,TX,ntl,2.523,NLA 2017
2010253,NLA17_TX-10008,15-Jun-17,1,TX,turb,22.7,NLA 2017
2010254,NLA17_KS-10010,15-Jun-17,1,KS,ntl,0.751,NLA 2017
2010254,NLA17_KS-10010,15-Jun-17,1,KS,ptl,38.42,NLA 2017
2010254,NLA17_KS-10010,15-Jun-17,1,KS,turb,2.88,NLA 2017
2010255,NLA17_NE-10032,15-Jun-17,1,NE,ptl,61.85125,NLA 2017
2010255,NLA17_NE-10032,15-Jun-17,1,NE,turb,3.15,NLA 2017
2010255,NLA17_NE-10032,15-Jun-17,1,NE,ntl,1.828,NLA 2017
2010256,NLA17_OH-10001,14-Jun-17,1,OH,ntl,6.55,NLA 2017
2010256,NLA17_OH-10001,14-Jun-17,1,OH,ptl,100.27125,NLA 2017
2010256,NLA17_OH-10001,14-Jun-17,1,OH,turb,16.79,NLA 2017
2010257,NLA17_CA-10081,14-Jun-17,1,CA,turb,0.95,NLA 2017
2010257,NLA17_CA-10081,14-Jun-17,1,CA,ntl,0.385,NLA 2017
2010257,NLA17_CA-10081,14-Jun-17,1,CA,ptl,8.25125,NLA 2017
2010258,NLA17_NE-HP004,15-Jun-17,1,NE,ptl,35.115,NLA 2017
2010258,NLA17_NE-HP004,15-Jun-17,1,NE,turb,1.76,NLA 2017
2010258,NLA17_NE-HP004,15-Jun-17,1,NE,ntl,0.564,NLA 2017
2010259,NLA17_UT-10008,15-Jun-17,1,UT,ntl,0.405,NLA 2017
2010259,NLA17_UT-10008,15-Jun-17,1,UT,turb,1.17,NLA 2017
2010259,NLA17_UT-10008,15-Jun-17,1,UT,ptl,19.58375,NLA 2017
2010260,NLA17_WI-10001,15-Jun-17,1,WI,ntl,1.12,NLA 2017
2010260,NLA17_WI-10001,15-Jun-17,1,WI,ptl,92.4,NLA 2017
2010260,NLA17_WI-10001,15-Jun-17,1,WI,turb,20.4,NLA 2017
2010261,NLA17_NC-10005,15-Jun-17,1,NC,ntl,0.856,NLA 2017
2010261,NLA17_NC-10005,15-Jun-17,1,NC,ptl,44.585,NLA 2017
2010261,NLA17_NC-10005,15-Jun-17,1,NC,turb,3.38,NLA 2017
2010262,NLA17_MO-10001,15-Jun-17,1,MO,ptl,83.0125,NLA 2017
2010262,NLA17_MO-10001,15-Jun-17,1,MO,ntl,0.969,NLA 2017
2010262,NLA17_MO-10001,15-Jun-17,1,MO,turb,24.42,NLA 2017
2010263,NLA17_IL-HP001,15-Jun-17,1,IL,ptl,22.345,NLA 2017
2010263,NLA17_IL-HP001,15-Jun-17,1,IL,ntl,0.944,NLA 2017
2010263,NLA17_IL-HP001,15-Jun-17,1,IL,turb,1.19,NLA 2017
2010264,NLA17_SD-10004,15-Jun-17,1,SD,turb,2.33,NLA 2017
2010264,NLA17_SD-10004,15-Jun-17,1,SD,ntl,0.8,NLA 2017
2010264,NLA17_SD-10004,15-Jun-17,1,SD,ptl,22.21375,NLA 2017
2010265,NLA17_SD-10013,15-Jun-17,1,SD,ptl,1174.063,NLA 2017
2010265,NLA17_SD-10013,15-Jun-17,1,SD,turb,18.71,NLA 2017
2010265,NLA17_SD-10013,15-Jun-17,1,SD,ntl,7.475,NLA 2017
2010266,NLA17_KS-10035,16-Jun-17,1,KS,ptl,429.58,NLA 2017
2010266,NLA17_KS-10035,16-Jun-17,1,KS,turb,61.52,NLA 2017
2010266,NLA17_KS-10035,16-Jun-17,1,KS,ntl,3.845,NLA 2017
2010267,NLA17_ND-10012,16-Jun-17,1,ND,ptl,30.2375,NLA 2017
2010267,NLA17_ND-10012,16-Jun-17,1,ND,ntl,1.268,NLA 2017
2010267,NLA17_ND-10012,16-Jun-17,1,ND,turb,4.69,NLA 2017
2010268,NLA17_ND-10090,16-Jun-17,1,ND,ptl,120.26125,NLA 2017
2010268,NLA17_ND-10090,16-Jun-17,1,ND,ntl,2.395,NLA 2017
2010268,NLA17_ND-10090,16-Jun-17,1,ND,turb,19.55,NLA 2017
2010269,NLA17_NM-10003,16-Jun-17,1,NM,turb,10.17,NLA 2017
2010269,NLA17_NM-10003,16-Jun-17,1,NM,ptl,15.76375,NLA 2017
2010269,NLA17_NM-10003,16-Jun-17,1,NM,ntl,0.251,NLA 2017
2010270,NLA17_NM-10004,15-Jun-17,1,NM,turb,13.98,NLA 2017
2010270,NLA17_NM-10004,15-Jun-17,1,NM,ntl,1.256,NLA 2017
2010270,NLA17_NM-10004,15-Jun-17,1,NM,ptl,131.71,NLA 2017
2010271,NLA17_MI-10084,15-Jun-17,1,MI,ntl,0.669,NLA 2017
2010271,NLA17_MI-10084,15-Jun-17,1,MI,ptl,8.17875,NLA 2017
2010271,NLA17_MI-10084,15-Jun-17,1,MI,turb,0.76,NLA 2017
2010272,NLA17_CA-10011,13-Jun-17,1,CA,ntl,0.616,NLA 2017
2010272,NLA17_CA-10011,13-Jun-17,1,CA,turb,4.14,NLA 2017
2010272,NLA17_CA-10011,13-Jun-17,1,CA,ptl,28.83375,NLA 2017
2010273,NLA17_NC-10033,16-Jun-17,1,NC,turb,14.41,NLA 2017
2010273,NLA17_NC-10033,16-Jun-17,1,NC,ntl,1.371,NLA 2017
2010273,NLA17_NC-10033,16-Jun-17,1,NC,ptl,125.145,NLA 2017
2010274,NLA17_KS-10002,19-Jun-17,1,KS,ptl,85.93875,NLA 2017
2010274,NLA17_KS-10002,19-Jun-17,1,KS,turb,17.9,NLA 2017
2010274,NLA17_KS-10002,19-Jun-17,1,KS,ntl,1.034,NLA 2017
2010275,NLA17_KS-10033,18-Jun-17,1,KS,turb,30.32,NLA 2017
2010275,NLA17_KS-10033,18-Jun-17,1,KS,ptl,557.58875,NLA 2017
2010275,NLA17_KS-10033,18-Jun-17,1,KS,ntl,1.406,NLA 2017
2010276,NLA17_NM-10022,18-Jun-17,1,NM,turb,2.18,NLA 2017
2010276,NLA17_NM-10022,18-Jun-17,1,NM,ptl,23.65375,NLA 2017
2010276,NLA17_NM-10022,18-Jun-17,1,NM,ntl,0.52,NLA 2017
2010277,NLA17_NM-10002,19-Jun-17,1,NM,ntl,0.628,NLA 2017
2010277,NLA17_NM-10002,19-Jun-17,1,NM,ptl,17.7475,NLA 2017
2010277,NLA17_NM-10002,19-Jun-17,1,NM,turb,2.92,NLA 2017
2010278,NLA17_CA-10007,19-Jun-17,1,CA,ntl,0.605,NLA 2017
2010278,NLA17_CA-10007,19-Jun-17,1,CA,ptl,26.29875,NLA 2017
2010278,NLA17_CA-10007,19-Jun-17,1,CA,turb,1.19,NLA 2017
2010279,NLA17_NJ-10003,19-Jun-17,1,NJ,ptl,60.2175,NLA 2017
2010279,NLA17_NJ-10003,19-Jun-17,1,NJ,ntl,0.435,NLA 2017
2010279,NLA17_NJ-10003,19-Jun-17,1,NJ,turb,9.25,NLA 2017
2010280,NLA17_VA-10001,19-Jun-17,1,VA,turb,10.56,NLA 2017
2010280,NLA17_VA-10001,19-Jun-17,1,VA,ptl,74.07875,NLA 2017
2010280,NLA17_VA-10001,19-Jun-17,1,VA,ntl,0.611,NLA 2017
2010281,NLA17_NV-10003,19-Jun-17,1,NV,turb,3.01,NLA 2017
2010281,NLA17_NV-10003,19-Jun-17,1,NV,ntl,0.635,NLA 2017
2010281,NLA17_NV-10003,19-Jun-17,1,NV,ptl,123.25625,NLA 2017
2010282,NLA17_KY-10024,20-Jun-17,1,KY,ptl,8.94625,NLA 2017
2010282,NLA17_KY-10024,20-Jun-17,1,KY,ntl,0.234,NLA 2017
2010282,NLA17_KY-10024,20-Jun-17,1,KY,turb,3.71,NLA 2017
2010283,NLA17_PA-10010,20-Jun-17,1,PA,ptl,39.29875,NLA 2017
2010283,NLA17_PA-10010,20-Jun-17,1,PA,turb,5.5,NLA 2017
2010283,NLA17_PA-10010,20-Jun-17,1,PA,ntl,0.785,NLA 2017
2010284,NLA17_DE-10001,19-Jun-17,1,DE,ntl,1.303,NLA 2017
2010284,NLA17_DE-10001,19-Jun-17,1,DE,ptl,97.533,NLA 2017
2010284,NLA17_DE-10001,19-Jun-17,1,DE,turb,16.52,NLA 2017
2010285,NLA17_TX-10006,20-Jun-17,1,TX,turb,11.33,NLA 2017
