uid,site_id,date_col,visit_no,state,analyte,result,source
2011209,NLA17_MS-10002,26-Jul-17,1,MS,turb,6.63,NLA 2017
2011209,NLA17_MS-10002,26-Jul-17,1,MS,ptl,54.89375,NLA 2017
2011210,NLA17_ID-10071,26-Jul-17,1,ID,ptl,14.6075,NLA 2017
2011210,NLA17_ID-10071,26-Jul-17,1,ID,ntl,0.056,NLA 2017
2011210,NLA17_ID-10071,26-Jul-17,1,ID,turb,0.34,NLA 2017
2011213,NLA17_MT-10065,26-Jul-17,1,MT,ptl,373.69625,NLA 2017
2011213,NLA17_MT-10065,26-Jul-17,1,MT,ntl,3.213,NLA 2017
2011213,NLA17_MT-10065,26-Jul-17,1,MT,turb,28.76,NLA 2017
2011216,NLA17_SD-10017,26-Jul-17,1,SD,ptl,40.354,NLA 2017
2011216,NLA17_SD-10017,26-Jul-17,1,SD,turb,3.96,NLA 2017
2011216,NLA17_SD-10017,26-Jul-17,1,SD,ntl,2.185,NLA 2017
2011217,NLA17_AZ-10100,26-Jul-17,1,AZ,ptl,9.41,NLA 2017
2011217,NLA17_AZ-10100,26-Jul-17,1,AZ,ntl,0.334,NLA 2017
2011217,NLA17_AZ-10100,26-Jul-17,1,AZ,turb,0.88,NLA 2017
2011218,NLA17_VT-10001,27-Jul-17,2,VT,ntl,0.239,NLA 2017
2011218,NLA17_VT-10001,27-Jul-17,2,VT,turb,0.41,NLA 2017
2011218,NLA17_VT-10001,27-Jul-17,2,VT,ptl,5.82625,NLA 2017
2011220,NLA17_IN-10129,27-Jul-17,1,IN,ntl,2.376,NLA 2017
2011220,NLA17_IN-10129,27-Jul-17,1,IN,turb,2.06,NLA 2017
2011220,NLA17_IN-10129,27-Jul-17,1,IN,ptl,36.99875,NLA 2017
2011221,NLA17_MD-10015,27-Jul-17,1,MD,turb,2.38,NLA 2017
2011221,NLA17_MD-10015,27-Jul-17,1,MD,ntl,0.329,NLA 2017
2011221,NLA17_MD-10015,27-Jul-17,1,MD,ptl,20.0825,NLA 2017
2011223,NLA17_IN-10029,26-Jul-17,1,IN,turb,3.33,NLA 2017
2011223,NLA17_IN-10029,26-Jul-17,1,IN,ntl,3.775,NLA 2017
2011223,NLA17_IN-10029,26-Jul-17,1,IN,ptl,40.77125,NLA 2017
2011224,NLA17_NH-10001,27-Jul-17,1,NH,turb,1.12,NLA 2017
2011224,NLA17_NH-10001,27-Jul-17,1,NH,ntl,0.225,NLA 2017
2011224,NLA17_NH-10001,27-Jul-17,1,NH,ptl,17.6775,NLA 2017
2011225,NLA17_WI-10086,27-Jul-17,1,WI,ntl,1.91,NLA 2017
2011225,NLA17_WI-10086,27-Jul-17,1,WI,turb,1.84,NLA 2017
2011225,NLA17_WI-10086,27-Jul-17,1,WI,ptl,33.2,NLA 2017
2011226,NLA17_MO-10002,27-Jul-17,1,MO,turb,5.74,NLA 2017
2011226,NLA17_MO-10002,27-Jul-17,1,MO,ptl,38.24125,NLA 2017
2011226,NLA17_MO-10002,27-Jul-17,1,MO,ntl,0.761,NLA 2017
2011227,NLA17_VT-10007,28-Jul-17,1,VT,ntl,0.286,NLA 2017
2011227,NLA17_VT-10007,28-Jul-17,1,VT,ptl,17.06875,NLA 2017
2011227,NLA17_VT-10007,28-Jul-17,1,VT,turb,1.7,NLA 2017
2011228,NLA17_OR-10166,26-Jul-17,1,OR,ptl,NA,NLA 2017
2011228,NLA17_OR-10166,26-Jul-17,1,OR,ntl,NA,NLA 2017
2011230,NLA17_IN-10134,28-Jul-17,1,IN,ptl,76.21625,NLA 2017
2011230,NLA17_IN-10134,28-Jul-17,1,IN,ntl,3.175,NLA 2017
2011230,NLA17_IN-10134,28-Jul-17,1,IN,turb,7.41,NLA 2017
2011232,NLA17_MD-10001,26-Jul-17,1,MD,turb,0.64,NLA 2017
2011232,NLA17_MD-10001,26-Jul-17,1,MD,ntl,0.221,NLA 2017
2011232,NLA17_MD-10001,26-Jul-17,1,MD,ptl,3.03375,NLA 2017
2011233,NLA17_CO-10057,30-Jul-17,1,CO,turb,5.72,NLA 2017
2011233,NLA17_CO-10057,30-Jul-17,1,CO,ptl,47.865,NLA 2017
2011233,NLA17_CO-10057,30-Jul-17,1,CO,ntl,0.87,NLA 2017
2011234,NLA17_IN-10125,31-Jul-17,1,IN,turb,8.06,NLA 2017
2011234,NLA17_IN-10125,31-Jul-17,1,IN,ntl,0.828,NLA 2017
2011234,NLA17_IN-10125,31-Jul-17,1,IN,ptl,303.07375,NLA 2017
2011235,NLA17_VA-10013,31-Jul-17,1,VA,turb,11.86,NLA 2017
2011235,NLA17_VA-10013,31-Jul-17,1,VA,ptl,213.50375,NLA 2017
2011235,NLA17_VA-10013,31-Jul-17,1,VA,ntl,2.069,NLA 2017
2011236,NLA17_IN-10009,28-Jul-17,1,IN,ntl,0.33,NLA 2017
2011236,NLA17_IN-10009,28-Jul-17,1,IN,turb,2.34,NLA 2017
2011236,NLA17_IN-10009,28-Jul-17,1,IN,ptl,23.41875,NLA 2017
2011237,NLA17_MD-10038,31-Jul-17,1,MD,turb,12.67,NLA 2017
2011237,NLA17_MD-10038,31-Jul-17,1,MD,ptl,436.71125,NLA 2017
2011237,NLA17_MD-10038,31-Jul-17,1,MD,ntl,1.786,NLA 2017
2011238,NLA17_CO-10009,31-Jul-17,2,CO,ntl,0.384,NLA 2017
2011238,NLA17_CO-10009,31-Jul-17,2,CO,ptl,36.02375,NLA 2017
2011238,NLA17_CO-10009,31-Jul-17,2,CO,turb,1.54,NLA 2017
2011240,NLA17_SD-10053,31-Jul-17,1,SD,turb,5.48,NLA 2017
2011240,NLA17_SD-10053,31-Jul-17,1,SD,ptl,19.8625,NLA 2017
2011240,NLA17_SD-10053,31-Jul-17,1,SD,ntl,0.39,NLA 2017
2011241,NLA17_OK-10012,31-Jul-17,1,OK,ptl,20.0075,NLA 2017
2011241,NLA17_OK-10012,31-Jul-17,1,OK,turb,4.97,NLA 2017
2011241,NLA17_OK-10012,31-Jul-17,1,OK,ntl,0.698,NLA 2017
2011242,NLA17_IN-10094,1-Aug-17,1,IN,ptl,18.47875,NLA 2017
2011242,NLA17_IN-10094,1-Aug-17,1,IN,turb,5.48,NLA 2017
2011242,NLA17_IN-10094,1-Aug-17,1,IN,ntl,0.594,NLA 2017
2011243,NLA17_ME-10016,31-Jul-17,1,ME,turb,4.54,NLA 2017
2011243,NLA17_ME-10016,31-Jul-17,1,ME,ptl,17.69625,NLA 2017
2011243,NLA17_ME-10016,31-Jul-17,1,ME,ntl,0.854,NLA 2017
2011244,NLA17_WI-10003,1-Aug-17,1,WI,ptl,12.5,NLA 2017
2011244,NLA17_WI-10003,1-Aug-17,1,WI,turb,4.08,NLA 2017
2011244,NLA17_WI-10003,1-Aug-17,1,WI,ntl,0.409,NLA 2017
2011245,NLA17_VA-10009,1-Aug-17,1,VA,ntl,1.093,NLA 2017
2011245,NLA17_VA-10009,1-Aug-17,1,VA,turb,8.36,NLA 2017
2011245,NLA17_VA-10009,1-Aug-17,1,VA,ptl,95.83375,NLA 2017
2011247,NLA17_WA-10005,1-Aug-17,1,WA,ptl,38.39875,NLA 2017
2011247,NLA17_WA-10005,1-Aug-17,1,WA,turb,0.74,NLA 2017
2011247,NLA17_WA-10005,1-Aug-17,1,WA,ntl,0.621,NLA 2017
2011248,NLA17_OK-10002,1-Aug-17,1,OK,ntl,0.681,NLA 2017
2011248,NLA17_OK-10002,1-Aug-17,1,OK,turb,4.16,NLA 2017
2011248,NLA17_OK-10002,1-Aug-17,1,OK,ptl,154.89,NLA 2017
2011249,NLA17_ME-10021,2-Aug-17,1,ME,ptl,17.125,NLA 2017
2011249,NLA17_ME-10021,2-Aug-17,1,ME,turb,1.07,NLA 2017
2011249,NLA17_ME-10021,2-Aug-17,1,ME,ntl,0.579,NLA 2017
2011250,NLA17_VA-10015,2-Aug-17,1,VA,ptl,21.985,NLA 2017
2011250,NLA17_VA-10015,2-Aug-17,1,VA,ntl,0.573,NLA 2017
2011250,NLA17_VA-10015,2-Aug-17,1,VA,turb,1.45,NLA 2017
2011251,NLA17_VA-10019,2-Aug-17,1,VA,ntl,1.861,NLA 2017
2011251,NLA17_VA-10019,2-Aug-17,1,VA,ptl,77.13125,NLA 2017
2011251,NLA17_VA-10019,2-Aug-17,1,VA,turb,11.92,NLA 2017
2011252,NLA17_WI-10001,2-Aug-17,2,WI,ptl,68.6,NLA 2017
2011252,NLA17_WI-10001,2-Aug-17,2,WI,ntl,0.91,NLA 2017
2011252,NLA17_WI-10001,2-Aug-17,2,WI,turb,15.7,NLA 2017
2011253,NLA17_SD-10006,2-Aug-17,1,SD,ptl,71.45,NLA 2017
2011253,NLA17_SD-10006,2-Aug-17,1,SD,ntl,1.359,NLA 2017
2011253,NLA17_SD-10006,2-Aug-17,1,SD,turb,10.99,NLA 2017
2011254,NLA17_WA-10023,2-Aug-17,1,WA,turb,2.09,NLA 2017
2011254,NLA17_WA-10023,2-Aug-17,1,WA,ptl,80.475,NLA 2017
2011254,NLA17_WA-10023,2-Aug-17,1,WA,ntl,1.216,NLA 2017
2011255,NLA17_IN-10067,2-Aug-17,1,IN,ptl,17.93625,NLA 2017
2011255,NLA17_IN-10067,2-Aug-17,1,IN,ntl,1.044,NLA 2017
2011255,NLA17_IN-10067,2-Aug-17,1,IN,turb,1.38,NLA 2017
2011256,NLA17_FL-10015,2-Aug-17,1,FL,ntl,1.405,NLA 2017
2011256,NLA17_FL-10015,2-Aug-17,1,FL,ptl,74.92625,NLA 2017
2011256,NLA17_FL-10015,2-Aug-17,1,FL,turb,0.91,NLA 2017
2011257,NLA17_NH-10006,2-Aug-17,1,NH,ptl,8.0075,NLA 2017
2011257,NLA17_NH-10006,2-Aug-17,1,NH,ntl,0.279,NLA 2017
2011257,NLA17_NH-10006,2-Aug-17,1,NH,turb,0.66,NLA 2017
2011258,NLA17_IN-10120,3-Aug-17,1,IN,ntl,1.345,NLA 2017
2011258,NLA17_IN-10120,3-Aug-17,1,IN,turb,6.34,NLA 2017
2011258,NLA17_IN-10120,3-Aug-17,1,IN,ptl,52.0875,NLA 2017
2011259,NLA17_ME-10011,3-Aug-17,1,ME,turb,1.83,NLA 2017
2011259,NLA17_ME-10011,3-Aug-17,1,ME,ptl,36.00375,NLA 2017
2011259,NLA17_ME-10011,3-Aug-17,1,ME,ntl,0.588,NLA 2017
2011260,NLA17_IN-10026,3-Aug-17,1,IN,ntl,1.708,NLA 2017
2011260,NLA17_IN-10026,3-Aug-17,1,IN,ptl,167.74,NLA 2017
2011260,NLA17_IN-10026,3-Aug-17,1,IN,turb,21.05,NLA 2017
2011261,NLA17_ID-10006,3-Aug-17,1,ID,ptl,43.23875,NLA 2017
2011261,NLA17_ID-10006,3-Aug-17,1,ID,ntl,0.726,NLA 2017
2011261,NLA17_ID-10006,3-Aug-17,1,ID,turb,4.07,NLA 2017
2011262,NLA17_ID-10017,3-Aug-17,1,ID,ptl,15.98875,NLA 2017
2011262,NLA17_ID-10017,3-Aug-17,1,ID,turb,0.75,NLA 2017
2011262,NLA17_ID-10017,3-Aug-17,1,ID,ntl,0.408,NLA 2017
2011264,NLA17_ID-10086,3-Aug-17,1,ID,ptl,22.51125,NLA 2017
2011264,NLA17_ID-10086,3-Aug-17,1,ID,turb,0.53,NLA 2017
2011264,NLA17_ID-10086,3-Aug-17,1,ID,ntl,0.6,NLA 2017
2011265,NLA17_ID-10004,4-Aug-17,1,ID,turb,1.31,NLA 2017
2011265,NLA17_ID-10004,4-Aug-17,1,ID,ptl,27.06,NLA 2017
2011265,NLA17_ID-10004,4-Aug-17,1,ID,ntl,0.329,NLA 2017
2011273,NLA17_OR-10154,31-Jul-17,1,OR,ntl,0.9925,NLA 2017
2011273,NLA17_OR-10154,31-Jul-17,1,OR,ptl,90,NLA 2017
2011274,NLA17_IN-10140,7-Aug-17,1,IN,turb,3.86,NLA 2017
2011274,NLA17_IN-10140,7-Aug-17,1,IN,ntl,0.511,NLA 2017
2011274,NLA17_IN-10140,7-Aug-17,1,IN,ptl,28.41375,NLA 2017
2011275,NLA17_ID-10003,6-Aug-17,1,ID,ntl,0.358,NLA 2017
2011275,NLA17_ID-10003,6-Aug-17,1,ID,ptl,12.01125,NLA 2017
2011275,NLA17_ID-10003,6-Aug-17,1,ID,turb,1.01,NLA 2017
2011276,NLA17_ID-10054,7-Aug-17,1,ID,turb,1.54,NLA 2017
2011276,NLA17_ID-10054,7-Aug-17,1,ID,ptl,30.8575,NLA 2017
2011276,NLA17_ID-10054,7-Aug-17,1,ID,ntl,0.855,NLA 2017
2011279,NLA17_NH-10002,7-Aug-17,1,NH,ptl,15.53,NLA 2017
2011279,NLA17_NH-10002,7-Aug-17,1,NH,ntl,0.351,NLA 2017
2011279,NLA17_NH-10002,7-Aug-17,1,NH,turb,2.26,NLA 2017
2011280,NLA17_MI-10134,8-Aug-17,1,MI,turb,2.8,NLA 2017
2011280,NLA17_MI-10134,8-Aug-17,1,MI,ptl,12.25,NLA 2017
2011280,NLA17_MI-10134,8-Aug-17,1,MI,ntl,0.579,NLA 2017
2011281,NLA17_IL-10012,8-Aug-17,1,IL,ptl,37.7575,NLA 2017
2011281,NLA17_IL-10012,8-Aug-17,1,IL,ntl,0.811,NLA 2017
2011281,NLA17_IL-10012,8-Aug-17,1,IL,turb,2.96,NLA 2017
2011282,NLA17_ME-10001,8-Aug-17,2,ME,turb,0.71,NLA 2017
2011282,NLA17_ME-10001,8-Aug-17,2,ME,ptl,4.23,NLA 2017
2011282,NLA17_ME-10001,8-Aug-17,2,ME,ntl,0.249,NLA 2017
2011283,NLA17_IN-10108,8-Aug-17,1,IN,turb,3.56,NLA 2017
2011283,NLA17_IN-10108,8-Aug-17,1,IN,ntl,0.611,NLA 2017
2011283,NLA17_IN-10108,8-Aug-17,1,IN,ptl,30.57125,NLA 2017
2011284,NLA17_WI-10072,8-Aug-17,1,WI,ntl,0.45,NLA 2017
2011284,NLA17_WI-10072,8-Aug-17,1,WI,turb,3.42,NLA 2017
2011284,NLA17_WI-10072,8-Aug-17,1,WI,ptl,20.6,NLA 2017
2011286,NLA17_MI-10023,8-Aug-17,1,MI,ptl,21.87,NLA 2017
2011286,NLA17_MI-10023,8-Aug-17,1,MI,ntl,0.815,NLA 2017
2011286,NLA17_MI-10023,8-Aug-17,1,MI,turb,1.16,NLA 2017
2011289,NLA17_ME-10002,7-Aug-17,1,ME,ntl,0.158,NLA 2017
2011289,NLA17_ME-10002,7-Aug-17,1,ME,turb,0.62,NLA 2017
2011289,NLA17_ME-10002,7-Aug-17,1,ME,ptl,3.315,NLA 2017
2011290,NLA17_ID-10012,8-Aug-17,1,ID,ptl,9.9325,NLA 2017
2011290,NLA17_ID-10012,8-Aug-17,1,ID,turb,0.5,NLA 2017
2011290,NLA17_ID-10012,8-Aug-17,1,ID,ntl,0.12,NLA 2017
2011291,NLA17_OR-10037,8-Aug-17,1,OR,ntl,0.108,NLA 2017
2011291,NLA17_OR-10037,8-Aug-17,1,OR,ptl,3.33125,NLA 2017
2011291,NLA17_OR-10037,8-Aug-17,1,OR,turb,0.42,NLA 2017
2011292,NLA17_IN-10089,9-Aug-17,1,IN,ntl,0.605,NLA 2017
2011292,NLA17_IN-10089,9-Aug-17,1,IN,ptl,21.3375,NLA 2017
2011292,NLA17_IN-10089,9-Aug-17,1,IN,turb,3.24,NLA 2017
2011293,NLA17_IL-10004,9-Aug-17,2,IL,ntl,0.33,NLA 2017
2011293,NLA17_IL-10004,9-Aug-17,2,IL,turb,1.23,NLA 2017
2011293,NLA17_IL-10004,9-Aug-17,2,IL,ptl,8.53,NLA 2017
2011294,NLA17_OK-10003,9-Aug-17,1,OK,ptl,98.37875,NLA 2017
2011294,NLA17_OK-10003,9-Aug-17,1,OK,turb,20.72,NLA 2017
2011294,NLA17_OK-10003,9-Aug-17,1,OK,ntl,0.675,NLA 2017
2011295,NLA17_IN-10012,9-Aug-17,1,IN,ntl,1.3,NLA 2017
2011295,NLA17_IN-10012,9-Aug-17,1,IN,ptl,52.13,NLA 2017
2011295,NLA17_IN-10012,9-Aug-17,1,IN,turb,4.4,NLA 2017
2011296,NLA17_MI-10016,9-Aug-17,1,MI,ntl,0.465,NLA 2017
2011296,NLA17_MI-10016,9-Aug-17,1,MI,turb,1.16,NLA 2017
2011296,NLA17_MI-10016,9-Aug-17,1,MI,ptl,9.09875,NLA 2017
2011297,NLA17_WI-10004,9-Aug-17,1,WI,ntl,0.187,NLA 2017
2011297,NLA17_WI-10004,9-Aug-17,1,WI,ptl,10.6,NLA 2017
2011297,NLA17_WI-10004,9-Aug-17,1,WI,turb,1.62,NLA 2017
2011298,NLA17_WA-10025,9-Aug-17,1,WA,turb,6.17,NLA 2017
2011298,NLA17_WA-10025,9-Aug-17,1,WA,ntl,0.788,NLA 2017
2011298,NLA17_WA-10025,9-Aug-17,1,WA,ptl,64.90125,NLA 2017
2011299,NLA17_OR-10106,9-Aug-17,1,OR,ntl,0.171,NLA 2017
2011299,NLA17_OR-10106,9-Aug-17,1,OR,ptl,7.505,NLA 2017
2011299,NLA17_OR-10106,9-Aug-17,1,OR,turb,0.23,NLA 2017
2011300,NLA17_IN-10139,10-Aug-17,1,IN,ptl,222.2225,NLA 2017
2011300,NLA17_IN-10139,10-Aug-17,1,IN,turb,40.59,NLA 2017
2011300,NLA17_IN-10139,10-Aug-17,1,IN,ntl,1.85,NLA 2017
2011302,NLA17_ME-10018,10-Aug-17,1,ME,turb,0.99,NLA 2017
2011302,NLA17_ME-10018,10-Aug-17,1,ME,ntl,0.45,NLA 2017
2011302,NLA17_ME-10018,10-Aug-17,1,ME,ptl,26.4875,NLA 2017
2011303,NLA17_VA-10037,10-Aug-17,1,VA,ntl,0.228,NLA 2017
2011303,NLA17_VA-10037,10-Aug-17,1,VA,ptl,31.3925,NLA 2017
2011303,NLA17_VA-10037,10-Aug-17,1,VA,turb,7.27,NLA 2017
2011304,NLA17_WI-10066,10-Aug-17,1,WI,ntl,0.818,NLA 2017
2011304,NLA17_WI-10066,10-Aug-17,1,WI,ptl,10.7,NLA 2017
2011304,NLA17_WI-10066,10-Aug-17,1,WI,turb,0.894,NLA 2017
2011305,NLA17_IN-10085,10-Aug-17,1,IN,ptl,52.91375,NLA 2017
2011305,NLA17_IN-10085,10-Aug-17,1,IN,turb,5.38,NLA 2017
2011305,NLA17_IN-10085,10-Aug-17,1,IN,ntl,0.948,NLA 2017
2011309,NLA17_OR-10153,9-Aug-17,1,OR,ptl,10,NLA 2017
2011309,NLA17_OR-10153,9-Aug-17,1,OR,ntl,0.2525,NLA 2017
2011310,NLA17_OR-10078,10-Aug-17,1,OR,ntl,1.718,NLA 2017
2011310,NLA17_OR-10078,10-Aug-17,1,OR,ptl,172.99375,NLA 2017
2011310,NLA17_OR-10078,10-Aug-17,1,OR,turb,7.51,NLA 2017
2011312,NLA17_NE-10047,10-Aug-17,1,NE,turb,220,NLA 2017
2011312,NLA17_NE-10047,10-Aug-17,1,NE,ntl,2.351,NLA 2017
2011312,NLA17_NE-10047,10-Aug-17,1,NE,ptl,1035.738,NLA 2017
2011314,NLA17_OR-HP003,10-Aug-17,1,OR,ntl,0.079,NLA 2017
2011314,NLA17_OR-HP003,10-Aug-17,1,OR,turb,0.12,NLA 2017
2011314,NLA17_OR-HP003,10-Aug-17,1,OR,ptl,0.5575,NLA 2017
2011315,NLA17_NJ-10001,10-Aug-17,2,NJ,ptl,37.57875,NLA 2017
2011315,NLA17_NJ-10001,10-Aug-17,2,NJ,ntl,0.853,NLA 2017
2011315,NLA17_NJ-10001,10-Aug-17,2,NJ,turb,3.89,NLA 2017
2011316,NLA17_IN-10132,11-Aug-17,1,IN,turb,4.01,NLA 2017
2011316,NLA17_IN-10132,11-Aug-17,1,IN,ptl,35.07625,NLA 2017
2011316,NLA17_IN-10132,11-Aug-17,1,IN,ntl,0.698,NLA 2017
2011317,NLA17_WY-10002,11-Aug-17,1,WY,ntl,0.193,NLA 2017
2011317,NLA17_WY-10002,11-Aug-17,1,WY,ptl,5.65375,NLA 2017
2011317,NLA17_WY-10002,11-Aug-17,1,WY,turb,0.37,NLA 2017
2011318,NLA17_IN-10105,11-Aug-17,1,IN,turb,6.01,NLA 2017
2011318,NLA17_IN-10105,11-Aug-17,1,IN,ptl,70.2225,NLA 2017
2011318,NLA17_IN-10105,11-Aug-17,1,IN,ntl,0.988,NLA 2017
2011320,NLA17_WY-10017,13-Aug-17,1,WY,ptl,40.15,NLA 2017
2011320,NLA17_WY-10017,13-Aug-17,1,WY,ntl,2.07,NLA 2017
2011320,NLA17_WY-10017,13-Aug-17,1,WY,turb,1.37,NLA 2017
2011321,NLA17_IL-10007,14-Aug-17,1,IL,ptl,26.02625,NLA 2017
2011321,NLA17_IL-10007,14-Aug-17,1,IL,ntl,0.444,NLA 2017
2011321,NLA17_IL-10007,14-Aug-17,1,IL,turb,2.4,NLA 2017
2011322,NLA17_OR-10109,9-Aug-17,1,OR,ptl,10,NLA 2017
2011322,NLA17_OR-10109,9-Aug-17,1,OR,ntl,0.2836,NLA 2017
2011323,NLA17_IN-10161,14-Aug-17,1,IN,ntl,0.451,NLA 2017
2011323,NLA17_IN-10161,14-Aug-17,1,IN,ptl,11.3475,NLA 2017
2011323,NLA17_IN-10161,14-Aug-17,1,IN,turb,1.21,NLA 2017
2011325,NLA17_OR-HP10200,10-Aug-17,1,OR,ntl,0.1473,NLA 2017
2011325,NLA17_OR-HP10200,10-Aug-17,1,OR,ptl,NA,NLA 2017
2011326,NLA17_OK-10006,15-Aug-17,1,OK,ptl,561.47375,NLA 2017
2011326,NLA17_OK-10006,15-Aug-17,1,OK,turb,76.09,NLA 2017
2011326,NLA17_OK-10006,15-Aug-17,1,OK,ntl,2.058,NLA 2017
2011327,NLA17_IL-10021,15-Aug-17,1,IL,turb,2.86,NLA 2017
2011327,NLA17_IL-10021,15-Aug-17,1,IL,ptl,22.43625,NLA 2017
2011327,NLA17_IL-10021,15-Aug-17,1,IL,ntl,0.438,NLA 2017
2011328,NLA17_SD-10009,15-Aug-17,1,SD,ntl,0.546,NLA 2017
2011328,NLA17_SD-10009,15-Aug-17,1,SD,turb,2.43,NLA 2017
2011328,NLA17_SD-10009,15-Aug-17,1,SD,ptl,26.03,NLA 2017
2011329,NLA17_IN-10171,15-Aug-17,1,IN,ptl,244.5375,NLA 2017
2011329,NLA17_IN-10171,15-Aug-17,1,IN,ntl,2.728,NLA 2017
2011329,NLA17_IN-10171,15-Aug-17,1,IN,turb,32.15,NLA 2017
2011330,NLA17_ID-HP001,15-Aug-17,1,ID,ptl,17.69,NLA 2017
2011330,NLA17_ID-HP001,15-Aug-17,1,ID,ntl,0.216,NLA 2017
2011330,NLA17_ID-HP001,15-Aug-17,1,ID,turb,0.43,NLA 2017
2011331,NLA17_ME-10014,16-Aug-17,1,ME,turb,1.33,NLA 2017
2011331,NLA17_ME-10014,16-Aug-17,1,ME,ptl,16.99125,NLA 2017
2011331,NLA17_ME-10014,16-Aug-17,1,ME,ntl,0.426,NLA 2017
2011332,NLA17_ID-10147,16-Aug-17,1,ID,turb,0.54,NLA 2017
2011332,NLA17_ID-10147,16-Aug-17,1,ID,ntl,0.994,NLA 2017
2011332,NLA17_ID-10147,16-Aug-17,1,ID,ptl,35.80875,NLA 2017
2011333,NLA17_IN-10126,16-Aug-17,1,IN,turb,3.64,NLA 2017
2011333,NLA17_IN-10126,16-Aug-17,1,IN,ntl,0.89,NLA 2017
2011333,NLA17_IN-10126,16-Aug-17,1,IN,ptl,57.5175,NLA 2017
2011334,NLA17_NH-10058,16-Aug-17,1,NH,turb,2.44,NLA 2017
2011334,NLA17_NH-10058,16-Aug-17,1,NH,ntl,0.438,NLA 2017
2011334,NLA17_NH-10058,16-Aug-17,1,NH,ptl,25.83,NLA 2017
2011335,NLA17_FL-10011,15-Aug-17,1,FL,ptl,8.32375,NLA 2017
2011335,NLA17_FL-10011,15-Aug-17,1,FL,turb,1.71,NLA 2017
2011335,NLA17_FL-10011,15-Aug-17,1,FL,ntl,0.745,NLA 2017
2011336,NLA17_IL-10005,16-Aug-17,1,IL,ptl,44.4725,NLA 2017
2011336,NLA17_IL-10005,16-Aug-17,1,IL,ntl,0.729,NLA 2017
2011336,NLA17_IL-10005,16-Aug-17,1,IL,turb,3.57,NLA 2017
2011337,NLA17_WI-10112,16-Aug-17,1,WI,turb,1.62,NLA 2017
2011337,NLA17_WI-10112,16-Aug-17,1,WI,ptl,16.2,NLA 2017
2011337,NLA17_WI-10112,16-Aug-17,1,WI,ntl,0.355,NLA 2017
2011338,NLA17_OK-10083,16-Aug-17,1,OK,ntl,1.905,NLA 2017
2011338,NLA17_OK-10083,16-Aug-17,1,OK,ptl,103.97375,NLA 2017
2011338,NLA17_OK-10083,16-Aug-17,1,OK,turb,15.96,NLA 2017
2011340,NLA17_ID-10173,17-Aug-17,1,ID,turb,2.31,NLA 2017
2011340,NLA17_ID-10173,17-Aug-17,1,ID,ntl,0.469,NLA 2017
2011340,NLA17_ID-10173,17-Aug-17,1,ID,ptl,43.86625,NLA 2017
2011341,NLA17_MI-10036,16-Aug-17,1,MI,ptl,24.27875,NLA 2017
2011341,NLA17_MI-10036,16-Aug-17,1,MI,turb,1.22,NLA 2017
2011341,NLA17_MI-10036,16-Aug-17,1,MI,ntl,0.625,NLA 2017
2011342,NLA17_WA-HP003,17-Aug-17,1,WA,ntl,0.238,NLA 2017
2011342,NLA17_WA-HP003,17-Aug-17,1,WA,ptl,34.20875,NLA 2017
2011342,NLA17_WA-HP003,17-Aug-17,1,WA,turb,0.51,NLA 2017
2011343,NLA17_IN-10142,18-Aug-17,1,IN,turb,4.28,NLA 2017
2011343,NLA17_IN-10142,18-Aug-17,1,IN,ntl,1.064,NLA 2017
2011343,NLA17_IN-10142,18-Aug-17,1,IN,ptl,102.07,NLA 2017
2011344,NLA17_WA-10060,17-Aug-17,1,WA,ntl,0.084,NLA 2017
2011344,NLA17_WA-10060,17-Aug-17,1,WA,ptl,1.93625,NLA 2017
2011344,NLA17_WA-10060,17-Aug-17,1,WA,turb,0.25,NLA 2017
2011345,NLA17_MT-10072,18-Aug-17,1,MT,ntl,0.055,NLA 2017
2011345,NLA17_MT-10072,18-Aug-17,1,MT,turb,0.42,NLA 2017
2011345,NLA17_MT-10072,18-Aug-17,1,MT,ptl,7.82,NLA 2017
2011346,NLA17_FL-10007,18-Aug-17,2,FL,turb,1.68,NLA 2017
2011346,NLA17_FL-10007,18-Aug-17,2,FL,ntl,0.506,NLA 2017
2011346,NLA17_FL-10007,18-Aug-17,2,FL,ptl,17.36375,NLA 2017
2011349,NLA17_MS-10017,21-Aug-17,1,MS,ptl,14.24375,NLA 2017
2011349,NLA17_MS-10017,21-Aug-17,1,MS,ntl,0.401,NLA 2017
2011349,NLA17_MS-10017,21-Aug-17,1,MS,turb,1.55,NLA 2017
2011351,NLA17_NE-10040,22-Aug-17,1,NE,ptl,375.88875,NLA 2017
2011351,NLA17_NE-10040,22-Aug-17,1,NE,turb,34.35,NLA 2017
2011351,NLA17_NE-10040,22-Aug-17,1,NE,ntl,3.706,NLA 2017
2011352,NLA17_IL-10010,22-Aug-17,1,IL,turb,4.67,NLA 2017
2011352,NLA17_IL-10010,22-Aug-17,1,IL,ptl,31.365,NLA 2017
2011352,NLA17_IL-10010,22-Aug-17,1,IL,ntl,0.701,NLA 2017
2011353,NLA17_WA-10010,22-Aug-17,1,WA,ntl,1.114,NLA 2017
2011353,NLA17_WA-10010,22-Aug-17,1,WA,turb,0.98,NLA 2017
2011353,NLA17_WA-10010,22-Aug-17,1,WA,ptl,32.65,NLA 2017
2011354,NLA17_WI-10070,21-Aug-17,1,WI,turb,2.03,NLA 2017
